vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
truck,Isuzu,D-Max,2007,17,317281,hybrid,manual,3500,medium,"white smoke from exhaust, coolant overflow, engine overheating",3,Radiator crack,Replace radiator,3103,5252
moto,Honda,PCX,2021,3,117777,petrol,automatic,600,high,"burning smell, car pulls to one side",2,Caliper hydraulic leak,Replace brake caliper,2271,4088
car,Kia,Rio,2008,16,334119,petrol,automatic,2200,high,"AC making noise, burning smell, AC not cooling well",3,AC compressor failure,Replace AC compressor,8334,15002
car,Toyota,Yaris,2007,17,226293,hybrid,manual,1800,medium,"difficulty changing gears, loss of power, gear slipping",3,Gearbox bearing wear,Repair gearbox,6948,12904
car,Renault,Symbol,2013,11,121629,hybrid,manual,2000,low,"rough idle, engine overheating",2,Thermostat valve failure,Replace thermostat,610,1085
car,Hyundai,Santa Fe,2007,17,33350,petrol,automatic,1800,low,"coolant level dropping, white smoke from exhaust",2,Blown head gasket,Replace head gasket,5265,9214
car,Mercedes,Vito,2011,13,64110,diesel,automatic,1600,high,"difficulty changing gears, transmission jerking, loss of power",3,Gearbox synchronizer failure,Repair gearbox,8123,15085
car,Hyundai,Tucson,2023,1,35053,petrol,automatic,2200,medium,"difficulty changing gears, transmission jerking, gear slipping",3,Gearbox synchronizer failure,Repair gearbox,4630,8599
moto,Honda,CBR600,2019,5,56455,hybrid,automatic,125,high,"car pulls to one side, burning smell",2,Seized caliper,Replace brake caliper,1957,3523
car,Dacia,Dokker,2015,9,176969,diesel,manual,1200,low,"burning smell, oil stain under vehicle, low oil level warning",3,Valve cover gasket leak,Fix oil leak,1149,2154
truck,Ford,Transit,2011,13,42824,petrol,manual,3000,medium,"suspension noise, vehicle wanders on road",2,Worn shock absorbers,Replace shock absorbers,1703,2941
car,Peugeot,208,2014,10,247518,petrol,automatic,1200,high,"sweet smell from engine bay, coolant overflow, coolant level dropping",3,Radiator pinhole leak,Fix coolant leak,1654,3033
moto,Yamaha,FZ6,2023,1,143713,hybrid,manual,400,medium,"AC making noise, AC not cooling well",2,Compressor clutch wear,Replace AC compressor,4249,7648
moto,Yamaha,NMAX,2005,19,177319,diesel,manual,250,low,engine overheating,1,Stuck thermostat,Replace thermostat,700,1244
moto,Honda,CBR600,2009,15,253853,diesel,manual,700,low,"noise when braking, brake pedal vibration",2,Disc surface wear,Replace brake discs,1919,3199
car,Volkswagen,Golf,2011,13,63674,petrol,manual,1000,medium,"brake pedal vibration, noise when braking, brake pedal feels soft",3,Worn brake pads,Replace brake pads,965,1770
car,Peugeot,Partner,2009,15,119546,diesel,manual,2500,medium,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,513,940
car,Ford,Ranger,2015,9,83964,petrol,automatic,2200,critical,"noise when braking, brake pedal vibration",2,Brake pad degradation,Replace brake pads,1789,3281
bus,Isuzu,NQR,2021,3,194854,hybrid,automatic,7000,low,"AC not cooling well, check engine light",2,Low refrigerant,Refill AC refrigerant,390,716
truck,Isuzu,NPR,2006,18,280003,diesel,automatic,5000,critical,difficulty starting,1,Battery cell failure,Replace battery,2321,3868
moto,Yamaha,FZ6,2022,2,137043,diesel,manual,700,low,"burning smell, electrical accessories failing, AC making noise",3,Compressor clutch wear,Replace AC compressor,3086,5555
bus,Volvo,FMX,2012,12,121726,petrol,automatic,8000,low,"AC not cooling well, AC making noise",2,AC compressor failure,Replace AC compressor,3389,6100
car,Renault,Duster,2021,3,149237,diesel,manual,2000,low,rough idle,1,Overheating damage to gasket,Replace head gasket,5503,9630
truck,Mercedes,Vito,2011,13,285043,petrol,manual,3000,critical,"car pulls to one side, burning smell",2,Caliper hydraulic leak,Replace brake caliper,3467,6241
car,Renault,Kangoo,2013,11,210352,petrol,automatic,1000,medium,"AC making noise, burning smell, AC not cooling well",3,AC compressor failure,Replace AC compressor,4745,8541
car,Dacia,Logan,2024,0,246704,hybrid,automatic,1000,medium,"coolant level dropping, sweet smell from engine bay, coolant overflow",3,Radiator pinhole leak,Fix coolant leak,1134,2079
car,Peugeot,208,2010,14,155819,petrol,manual,1000,low,engine stalls,1,Fouled spark plugs,Replace spark plugs,465,931
car,Dacia,Lodgy,2008,16,19238,diesel,automatic,2500,high,"AC not cooling well, AC making noise",2,AC compressor failure,Replace AC compressor,5548,9987
car,Dacia,Dokker,2010,14,28173,diesel,manual,1800,medium,"sweet smell from engine bay, coolant overflow, coolant level dropping",3,Cracked coolant hose,Fix coolant leak,1015,1861
car,Peugeot,Partner,2016,8,169043,diesel,manual,1000,critical,"gear slipping, transmission jerking, difficulty changing gears",3,Gearbox bearing wear,Repair gearbox,10948,20332
car,Dacia,Logan,2010,14,83510,hybrid,manual,2200,critical,"vehicle wanders on road, excessive bouncing, clunking when turning",3,Ball joint socket failure,Replace ball joint,2415,4226
car,Renault,Duster,2014,10,28361,diesel,automatic,2200,medium,"white smoke from exhaust, engine overheating, coolant level dropping",3,Blown head gasket,Replace head gasket,6515,11401
car,Volkswagen,Caddy,2008,16,30136,hybrid,automatic,1400,low,excessive bouncing,1,Worn shock absorbers,Replace shock absorbers,1422,2456
car,Toyota,RAV4,2023,1,166575,diesel,manual,1600,medium,"check engine light, high fuel consumption",2,Failed O2 sensor,Replace oxygen sensor,979,1795
bus,Volvo,FH16,2021,3,172450,petrol,manual,6000,low,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,393,722
moto,Honda,Forza,2017,7,173564,hybrid,manual,400,medium,"vehicle wanders on road, excessive bouncing",2,Worn shock absorbers,Replace shock absorbers,2014,3479
moto,Honda,PCX,2009,15,77403,petrol,manual,125,critical,"rough idle, difficulty starting, engine stalls",3,Fouled spark plugs,Replace spark plugs,868,1736
car,Kia,Sportage,2008,16,264179,petrol,automatic,1600,medium,"high fuel consumption, rough idle, fuel smell",3,Clogged fuel injector,Replace fuel injectors,2100,3991
car,Renault,Symbol,2008,16,147819,petrol,automatic,1000,high,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,758,1391
car,Mercedes,Vito,2015,9,90791,petrol,manual,2000,high,"check engine light, battery warning light, dim headlights, difficulty starting",4,Battery cell failure,Replace battery,1197,1995
car,Kia,Sportage,2016,8,36651,petrol,manual,1200,high,"battery warning light, electrical accessories failing, dim headlights",3,Alternator belt wear,Replace alternator,2309,4041
moto,Yamaha,MT-07,2022,2,168712,hybrid,manual,700,low,excessive bouncing,1,Shock absorber oil leak,Replace shock absorbers,1387,2397
truck,Ford,Transit,2012,12,78208,petrol,manual,6000,medium,"electrical accessories failing, difficulty starting, battery warning light",3,Alternator belt wear,Replace alternator,2063,3611
truck,Ford,Kuga,2014,10,226581,petrol,manual,3500,high,"coolant level dropping, sweet smell from engine bay",2,Cracked coolant hose,Fix coolant leak,1558,2856
moto,Yamaha,R3,2022,2,345499,petrol,automatic,700,medium,"brake pedal feels soft, noise when braking, brake pedal vibration, car pulls to one side",4,Brake pad degradation,Replace brake pads,1199,2199
car,Kia,Carnival,2016,8,287458,diesel,manual,2500,high,"difficulty changing gears, burning smell, clutch slipping, transmission jerking",4,Clutch pressure plate failure,Replace clutch kit,5475,9581
car,Hyundai,i30,2013,11,314842,hybrid,automatic,1200,low,"clunking when turning, vehicle wanders on road",2,Ball joint socket failure,Replace ball joint,1287,2253
car,Dacia,Duster,2010,14,320854,hybrid,automatic,2500,low,"check engine light, engine knocking noise",2,Timing belt wear,Replace timing belt,2489,4404
car,Toyota,Land Cruiser,2018,6,173672,diesel,manual,1000,medium,"engine knocking noise, rough idle, black smoke from exhaust",3,Timing belt wear,Replace timing belt,2236,3956
car,Dacia,Logan,2021,3,173375,hybrid,automatic,1800,medium,"gear slipping, difficulty changing gears, transmission jerking",3,Gearbox synchronizer failure,Repair gearbox,5761,10699
car,Mercedes,Sprinter,2018,6,254630,diesel,automatic,2000,medium,"check engine light, high fuel consumption",2,O2 sensor contamination,Replace oxygen sensor,1194,2189
bus,Mercedes,E-Class,2016,8,290977,petrol,manual,6000,critical,"check engine light, rough idle, engine knocking noise",3,Timing belt tensioner failure,Replace timing belt,4638,8206
bus,Isuzu,Forward,2006,18,23962,petrol,manual,7000,medium,"high fuel consumption, engine stalls, rough idle, fuel smell",4,Injector seal failure,Replace fuel injectors,1731,3289
moto,Honda,CBR600,2007,17,249603,hybrid,automatic,700,medium,noise when braking,1,Warped brake disc,Replace brake discs,2864,4773
car,Renault,Kangoo,2010,14,198788,petrol,manual,2500,low,"transmission jerking, burning smell",2,Worn clutch disc,Replace clutch kit,2897,5071
truck,Isuzu,N-Series,2011,13,114597,hybrid,manual,5000,high,"suspension noise, clunking when turning, vehicle wanders on road",3,Ball joint socket failure,Replace ball joint,1793,3139
car,Hyundai,i10,2011,13,138486,hybrid,manual,2500,medium,"noise when braking, brake pedal feels soft",2,Caliper hydraulic leak,Replace brake caliper,1811,3260
car,Hyundai,i20,2007,17,213327,diesel,automatic,1200,low,AC not cooling well,1,AC compressor failure,Replace AC compressor,3756,6760
car,Toyota,Yaris,2012,12,221536,hybrid,automatic,1800,medium,"engine overheating, coolant level dropping, sweet smell from engine bay",3,Cracked coolant hose,Fix coolant leak,1263,2317
car,Kia,Rio,2006,18,111263,petrol,automatic,2500,high,clunking when turning,1,Ball joint socket failure,Replace ball joint,1894,3315
moto,Yamaha,NMAX,2023,1,326524,petrol,automatic,250,low,AC making noise,1,Compressor clutch wear,Replace AC compressor,3838,6909
car,Volkswagen,Caddy,2015,9,45508,petrol,automatic,1400,medium,"oil stain under vehicle, burning smell, low oil level warning, engine knocking noise",4,Valve cover gasket leak,Fix oil leak,1337,2508
bus,Volvo,B8R,2024,0,212061,diesel,manual,5000,high,"fuel smell, high fuel consumption",2,Clogged fuel injector,Replace fuel injectors,2455,4665
bus,Mercedes,A-Class,2024,0,149673,hybrid,manual,6000,high,"oil stain under vehicle, low oil level warning, engine knocking noise",3,Valve cover gasket leak,Fix oil leak,1763,3306
car,Kia,Sportage,2014,10,301633,hybrid,automatic,1800,low,"difficulty starting, dim headlights, check engine light",3,Dead battery,Replace battery,1061,1768
car,Kia,Cerato,2009,15,163884,diesel,manual,2500,high,"coolant level dropping, engine overheating, coolant overflow",3,Radiator corrosion,Replace radiator,3466,5866
car,Mercedes,Vito,2020,4,233161,hybrid,manual,1200,medium,"loss of power, gear slipping, difficulty changing gears",3,Gearbox synchronizer failure,Repair gearbox,6450,11980
car,Renault,Duster,2005,19,238913,petrol,manual,1600,medium,"AC not cooling well, AC making noise",2,Compressor clutch wear,Replace AC compressor,5760,10368
truck,Isuzu,D-Max,2005,19,63537,hybrid,manual,5000,high,"coolant level dropping, loss of power, rough idle",3,Overheating damage to gasket,Replace head gasket,9032,15807
car,Dacia,Sandero,2006,18,109570,petrol,manual,1000,high,AC not cooling well,1,Low refrigerant,Refill AC refrigerant,772,1416
moto,Yamaha,FZ6,2016,8,315412,petrol,manual,600,high,"rough idle, engine overheating",2,Stuck thermostat,Replace thermostat,1232,2191
car,Renault,Symbol,2011,13,41761,diesel,manual,1000,high,"coolant level dropping, sweet smell from engine bay",2,Radiator pinhole leak,Fix coolant leak,1318,2418
truck,Mercedes,C-Class,2021,3,263564,petrol,automatic,3000,medium,"rough idle, fuel smell, engine stalls, high fuel consumption",4,Injector seal failure,Replace fuel injectors,1904,3618
car,BMW,Serie 1,2016,8,148324,hybrid,automatic,2000,medium,AC making noise,1,Compressor clutch wear,Replace AC compressor,4088,7359
truck,Ford,Fiesta,2008,16,280442,hybrid,manual,3000,low,"vehicle wanders on road, clunking when turning, excessive bouncing, suspension noise",4,Ball joint wear,Replace ball joint,1359,2379
bus,Mercedes,Vito,2024,0,31422,petrol,automatic,7000,critical,"engine overheating, sweet smell from engine bay, coolant level dropping",3,Radiator pinhole leak,Fix coolant leak,1462,2681
car,Toyota,Hilux,2019,5,43885,diesel,automatic,1000,high,"electrical accessories failing, dim headlights",2,Alternator belt wear,Replace alternator,2166,3791
car,Toyota,Corolla,2006,18,274617,diesel,automatic,1800,critical,"high fuel consumption, check engine light, rough idle, black smoke from exhaust",4,Failed O2 sensor,Replace oxygen sensor,2234,4097
moto,Yamaha,XT660,2008,16,100310,diesel,automatic,700,high,"coolant overflow, engine overheating, coolant level dropping",3,Radiator crack,Replace radiator,3216,5444
truck,Isuzu,N-Series,2023,1,291689,petrol,manual,3000,low,"white smoke from exhaust, coolant level dropping, engine overheating, loss of power",4,Overheating damage to gasket,Replace head gasket,5611,9820
bus,Isuzu,D-Max,2024,0,242305,petrol,manual,5000,critical,"engine overheating, coolant level dropping, coolant overflow",3,Radiator corrosion,Replace radiator,3795,6422
car,BMW,X3,2015,9,79166,petrol,automatic,1800,low,"engine stalls, fuel smell",2,Clogged fuel injector,Replace fuel injectors,1331,2530
car,BMW,X3,2006,18,53803,diesel,automatic,1400,critical,"coolant level dropping, sweet smell from engine bay, engine overheating",3,Radiator pinhole leak,Fix coolant leak,1742,3194
truck,Isuzu,NQR,2005,19,152717,petrol,automatic,3000,low,white smoke from exhaust,1,Radiator crack,Replace radiator,1921,3251
car,Toyota,Land Cruiser,2016,8,274129,petrol,automatic,1800,low,"high fuel consumption, black smoke from exhaust, check engine light",3,Failed O2 sensor,Replace oxygen sensor,934,1712
moto,Yamaha,XT660,2006,18,37902,diesel,manual,700,medium,electrical accessories failing,1,AC compressor failure,Replace AC compressor,4365,7858
bus,Mercedes,E-Class,2016,8,95615,hybrid,automatic,5000,medium,"engine overheating, rough idle, high fuel consumption",3,Thermostat valve failure,Replace thermostat,802,1426
car,Volkswagen,Passat,2014,10,244373,diesel,automatic,1600,critical,"noise when braking, brake pedal vibration",2,Disc surface wear,Replace brake discs,4190,6984
moto,Honda,CB500,2007,17,86387,petrol,automatic,700,low,"AC not cooling well, AC making noise",2,Compressor clutch wear,Replace AC compressor,3662,6592
car,Volkswagen,Tiguan,2011,13,304041,hybrid,automatic,1800,low,car pulls to one side,1,Caliper hydraulic leak,Replace brake caliper,1830,3294
truck,Ford,Ranger,2010,14,119083,petrol,manual,3500,high,AC not cooling well,1,AC gas leak,Refill AC refrigerant,712,1306
truck,Isuzu,NPR,2024,0,165069,petrol,manual,4000,high,"difficulty changing gears, transmission jerking, clutch slipping",3,Clutch pressure plate failure,Replace clutch kit,4632,8106
car,Volkswagen,Caddy,2017,7,147631,hybrid,automatic,1400,low,"car pulls to one side, brake pedal feels soft, noise when braking",3,Caliper hydraulic leak,Replace brake caliper,1318,2374
car,Mercedes,C-Class,2006,18,15085,petrol,automatic,1600,high,"high fuel consumption, rough idle",2,Stuck thermostat,Replace thermostat,1026,1824
truck,Mercedes,C-Class,2007,17,294896,diesel,manual,3500,medium,"AC not cooling well, electrical accessories failing, AC making noise",3,Compressor clutch wear,Replace AC compressor,6013,10824
car,Toyota,RAV4,2014,10,71658,hybrid,manual,2500,critical,"rough idle, engine knocking noise",2,Timing belt wear,Replace timing belt,3814,6749
car,Renault,Clio,2012,12,238984,hybrid,manual,1400,low,"loss of power, high fuel consumption, rough idle",3,Fouled spark plugs,Replace spark plugs,444,888
car,Volkswagen,Polo,2014,10,141834,diesel,automatic,2000,medium,"brake pedal vibration, noise when braking, brake pedal feels soft",3,Worn brake pads,Replace brake pads,1011,1855
truck,Isuzu,NPR,2013,11,326354,diesel,manual,5000,low,"clutch slipping, burning smell, transmission jerking",3,Worn clutch disc,Replace clutch kit,3574,6255
car,Dacia,Dokker,2018,6,97779,diesel,manual,2200,low,"high fuel consumption, AC not cooling well",2,Low refrigerant,Refill AC refrigerant,365,669
truck,Isuzu,NQR,2008,16,251812,diesel,manual,3500,medium,difficulty changing gears,1,Clutch pressure plate failure,Replace clutch kit,4110,7192
