vehicle_type,make,model,year,vehicle_age_years,mileage,fuel_type,transmission,engine_size_cc,severity_level,symptoms,symptom_count,probable_cause,repair_type,estimated_cost_min_mad,estimated_cost_max_mad
truck,Mercedes,Sprinter,2017,7,24722,petrol,automatic,5000,high,coolant puddle under car,1,Cracked coolant hose,Fix coolant leak,1236,2267
car,Mercedes,E-Class,2009,15,277807,hybrid,manual,2000,medium,"clutch hard to press, clutch slipping, clutch pedal spongy",3,Worn clutch disc,Replace clutch kit,4365,7640
car,Renault,Megane,2017,7,309199,petrol,manual,1800,critical,"burning smell, uneven brake wear",2,Seized caliper,Replace brake caliper,3769,6785
car,Kia,Picanto,2014,10,272456,diesel,manual,1200,medium,"AC weak airflow, AC blows warm air",2,Low refrigerant,Refill AC refrigerant,671,1231
car,Hyundai,i10,2015,9,278646,petrol,automatic,1400,medium,"gear pops out, gear slipping, grinding noise when shifting, transmission jerking",4,Gearbox bearing wear,Repair gearbox,7753,14399
car,Renault,Megane,2023,1,289248,petrol,automatic,1000,low,battery warning light,1,Battery cell failure,Replace battery,880,1466
car,Toyota,Hilux,2013,11,321714,diesel,manual,1000,high,"electrical accessories failing, battery warning light, battery drains while driving",3,Alternator failure,Replace alternator,3702,6480
moto,Yamaha,R3,2013,11,232095,diesel,manual,250,medium,"milky oil on dipstick, engine overheating",2,Blown head gasket,Replace head gasket,8124,14218
car,BMW,Serie 5,2015,9,70765,petrol,manual,1800,high,"electrical accessories failing, battery drains while driving, alternator warning light",3,Alternator belt wear,Replace alternator,2332,4081
car,BMW,Serie 5,2007,17,309745,petrol,automatic,2000,critical,coolant overflow,1,Radiator crack,Replace radiator,5340,9037
car,Renault,Clio,2012,12,28084,hybrid,automatic,1000,high,"nose dive when braking, suspension noise, excessive bouncing after bump, uneven tire wear",4,Worn shock absorbers,Replace shock absorbers,2083,3598
truck,Ford,Fiesta,2009,15,91098,petrol,manual,6000,critical,"oil burning smell, blue smoke from exhaust, low oil level warning",3,Oil pan seal failure,Fix oil leak,2454,4602
car,Toyota,Hilux,2008,16,303868,hybrid,manual,1000,critical,"fuel smell in cabin, rough idle, poor fuel consumption",3,Injector seal failure,Replace fuel injectors,4152,7890
truck,Isuzu,NQR,2007,17,113997,diesel,automatic,4000,high,"engine overheating, visible radiator leak",2,Radiator crack,Replace radiator,3179,5380
bus,Isuzu,NPR,2008,16,116630,petrol,automatic,7000,critical,"clunking noise when turning, suspension noise",2,Ball joint socket failure,Replace ball joint,2542,4449
bus,Volvo,FMX,2024,0,11919,petrol,manual,8000,high,"excessive bouncing after bump, nose dive when braking",2,Shock absorber oil leak,Replace shock absorbers,1813,3132
truck,Mercedes,Sprinter,2006,18,312000,petrol,automatic,3500,high,"heater not working, engine slow to warm up",2,Thermostat valve failure,Replace thermostat,1363,2423
car,Dacia,Lodgy,2011,13,244325,diesel,manual,1200,high,"poor fuel consumption, engine overheating, engine slow to warm up",3,Thermostat valve failure,Replace thermostat,1223,2175
moto,Honda,Forza,2009,15,106659,diesel,automatic,400,medium,"failed emissions test, black smoke from exhaust, check engine light on",3,O2 sensor contamination,Replace oxygen sensor,1039,1906
car,Peugeot,208,2011,13,163980,petrol,manual,1000,medium,"coolant overflow, visible radiator leak, coolant loss, engine overheating",4,Radiator crack,Replace radiator,2429,4111
truck,Ford,Ranger,2024,0,233898,diesel,manual,6000,high,"AC clutch not engaging, AC compressor noise",2,Compressor clutch wear,Replace AC compressor,6039,10870
car,BMW,Serie 3,2013,11,250747,diesel,automatic,1600,medium,"grinding brake noise, brake vibration at high speed, brake pedal vibration",3,Disc surface wear,Replace brake discs,2492,4154
car,Mercedes,E-Class,2017,7,14355,petrol,automatic,2500,high,"brake pedal vibration, car pulls to one side when braking, uneven brake wear, burning smell",4,Seized caliper,Replace brake caliper,1776,3197
moto,Yamaha,FZ6,2016,8,20640,diesel,manual,400,critical,"clutch hard to press, clutch pedal spongy",2,Clutch pressure plate failure,Replace clutch kit,4601,8052
car,Peugeot,Partner,2022,2,94561,petrol,automatic,1400,medium,brake vibration at high speed,1,Disc surface wear,Replace brake discs,1817,3029
car,Dacia,Lodgy,2007,17,264931,hybrid,manual,2200,medium,"rough idle, fuel smell in cabin, engine hesitation on acceleration",3,Clogged fuel injector,Replace fuel injectors,2343,4452
car,Ford,Kuga,2016,8,304091,petrol,manual,1800,critical,"clutch pedal spongy, burning smell when changing gears, clutch hard to press",3,Worn clutch disc,Replace clutch kit,7743,13551
car,Dacia,Logan,2011,13,128379,petrol,manual,2000,high,"ticking noise from engine top, loss of power",2,Timing belt tensioner failure,Replace timing belt,3255,5759
car,Renault,Kangoo,2018,6,206212,hybrid,automatic,2500,low,"clutch hard to press, clutch slipping, clutch pedal spongy",3,Worn clutch disc,Replace clutch kit,2680,4691
car,Hyundai,Tucson,2019,5,142898,hybrid,automatic,2200,medium,"car does not start, dim headlights, battery warning light",3,Battery cell failure,Replace battery,991,1651
truck,Isuzu,D-Max,2024,0,113639,petrol,manual,6000,medium,"brake pedal vibration, uneven brake wear",2,Caliper hydraulic leak,Replace brake caliper,1543,2778
car,BMW,X5,2011,13,51877,petrol,automatic,1400,low,"suspension noise, excessive bouncing after bump",2,Shock absorber oil leak,Replace shock absorbers,1329,2297
car,Dacia,Duster,2005,19,325232,diesel,automatic,2500,medium,"check engine light on, failed emissions test, black smoke from exhaust",3,O2 sensor contamination,Replace oxygen sensor,1481,2715
car,Volkswagen,Passat,2005,19,169265,petrol,manual,2500,medium,"check engine light on, black smoke from exhaust",2,O2 sensor contamination,Replace oxygen sensor,1286,2358
moto,Yamaha,FZ6,2010,14,182485,petrol,automatic,400,medium,"hard to start when cold, poor fuel consumption, rough idle at startup",3,Spark plug electrode wear,Replace spark plugs,613,1227
car,Dacia,Dokker,2011,13,100970,diesel,manual,1400,low,"steering wheel vibration, front end wandering",2,Ball joint socket failure,Replace ball joint,1067,1868
truck,Ford,Fiesta,2018,6,160642,hybrid,automatic,5000,low,"failed emissions test, poor fuel consumption, black smoke from exhaust",3,Failed O2 sensor,Replace oxygen sensor,820,1503
car,Volkswagen,Tiguan,2024,0,38306,diesel,automatic,2500,medium,"squeaking brakes, brake pedal vibration, suspension noise",3,Brake pad degradation,Replace brake pads,763,1400
car,BMW,X3,2006,18,344114,petrol,automatic,2500,critical,car pulls to one side when braking,1,Seized caliper,Replace brake caliper,4107,7392
car,Ford,Fiesta,2011,13,339044,petrol,automatic,1400,high,"engine wont start suddenly, engine knocking noise, ticking noise from engine top",3,Timing belt wear,Replace timing belt,3907,6913
car,Mercedes,C-Class,2006,18,21051,petrol,manual,1200,medium,"gear pops out, grinding noise when shifting",2,Gearbox synchronizer failure,Repair gearbox,5738,10657
truck,Mercedes,Vito,2006,18,325322,hybrid,manual,3500,low,"poor fuel consumption, failed emissions test, check engine light on",3,O2 sensor contamination,Replace oxygen sensor,1134,2080
car,Renault,Kangoo,2006,18,294716,hybrid,manual,1600,high,"poor fuel consumption, rough idle, fuel smell in cabin, engine hesitation on acceleration",4,Clogged fuel injector,Replace fuel injectors,3072,5837
bus,Volvo,FM,2005,19,80058,diesel,manual,5000,high,"steering wheel vibration, brake vibration at high speed, grinding brake noise",3,Warped brake disc,Replace brake discs,3001,5002
car,Toyota,Yaris,2015,9,147143,hybrid,automatic,2000,critical,grinding noise when shifting,1,Gearbox bearing wear,Repair gearbox,10279,19089
car,Kia,Sportage,2018,6,199292,hybrid,automatic,1800,medium,"front end wandering, clunking noise when turning",2,Ball joint wear,Replace ball joint,1469,2571
bus,Mercedes,Sprinter,2014,10,278149,diesel,automatic,8000,low,"visible radiator leak, engine overheating, coolant loss, coolant overflow",4,Radiator crack,Replace radiator,2050,3470
car,Peugeot,308,2014,10,73050,diesel,manual,1600,high,"car pulls to one side when braking, uneven brake wear",2,Caliper hydraulic leak,Replace brake caliper,1991,3584
moto,Honda,CRF,2016,8,84245,diesel,manual,125,high,excessive bouncing after bump,1,Worn shock absorbers,Replace shock absorbers,2501,4321
car,Hyundai,i30,2007,17,101091,diesel,automatic,1400,critical,"rough idle at startup, engine misfires, poor fuel consumption",3,Fouled spark plugs,Replace spark plugs,973,1947
moto,Honda,CB500,2005,19,149564,hybrid,automatic,700,medium,"engine misfires, hard to start when cold, rough idle at startup",3,Spark plug electrode wear,Replace spark plugs,551,1102
car,BMW,X5,2006,18,168061,hybrid,automatic,1600,low,"suspension noise, clunking noise when turning",2,Ball joint wear,Replace ball joint,1314,2299
bus,Mercedes,A-Class,2009,15,52982,diesel,manual,5000,critical,AC blows warm air,1,Low refrigerant,Refill AC refrigerant,853,1565
bus,Isuzu,Forward,2012,12,217923,diesel,manual,5000,critical,squeaking brakes,1,Worn brake pads,Replace brake pads,1962,3597
truck,Mercedes,Sprinter,2016,8,159139,hybrid,manual,3000,high,"engine overheating, heater not working",2,Stuck thermostat,Replace thermostat,1089,1936
moto,Honda,PCX,2019,5,176362,hybrid,manual,400,high,"coolant overflow, visible radiator leak, coolant loss",3,Radiator crack,Replace radiator,2826,4782
truck,Ford,Transit,2020,4,296436,petrol,manual,5000,high,"coolant overflow, visible radiator leak",2,Radiator corrosion,Replace radiator,3704,6268
car,Toyota,Corolla,2005,19,148317,diesel,automatic,1200,low,"rough idle, fuel smell in cabin",2,Clogged fuel injector,Replace fuel injectors,1471,2795
car,Dacia,Lodgy,2015,9,208723,hybrid,manual,2500,medium,"heater not working, engine slow to warm up",2,Stuck thermostat,Replace thermostat,824,1466
car,Ford,Transit,2017,7,166510,petrol,manual,2500,critical,"rough idle at startup, poor fuel consumption",2,Fouled spark plugs,Replace spark plugs,916,1832
moto,Yamaha,MT-07,2009,15,68505,petrol,manual,125,low,brake vibration at high speed,1,Disc surface wear,Replace brake discs,1567,2613
car,Dacia,Duster,2005,19,85813,hybrid,manual,2500,low,"front end wandering, suspension noise",2,Ball joint wear,Replace ball joint,1081,1892
car,Dacia,Duster,2008,16,227282,petrol,automatic,2200,medium,clutch slipping,1,Worn clutch disc,Replace clutch kit,4494,7866
car,Hyundai,i10,2008,16,225519,diesel,manual,1000,high,"difficulty starting, battery warning light",2,Battery cell failure,Replace battery,1655,2759
bus,Isuzu,D-Max,2014,10,330760,hybrid,automatic,6000,medium,"oil stain under car, oil burning smell",2,Valve cover gasket leak,Fix oil leak,1705,3198
moto,Yamaha,XT660,2022,2,111975,diesel,automatic,250,medium,"coolant overflow, visible radiator leak",2,Radiator corrosion,Replace radiator,2055,3478
moto,Yamaha,XT660,2010,14,134812,diesel,automatic,250,high,"battery drains while driving, electrical accessories failing",2,Alternator failure,Replace alternator,2716,4754
moto,Yamaha,XT660,2013,11,66271,diesel,manual,700,high,"alternator warning light, battery warning light",2,Alternator failure,Replace alternator,2377,4160
truck,Mercedes,Vito,2011,13,164740,hybrid,manual,6000,high,"brake pedal vibration, steering wheel vibration, grinding brake noise, brake vibration at high speed",4,Warped brake disc,Replace brake discs,3163,5272
truck,Isuzu,NQR,2007,17,41705,hybrid,manual,3000,high,gear pops out,1,Gearbox synchronizer failure,Repair gearbox,8107,15057
truck,Isuzu,NPR,2024,0,202592,hybrid,automatic,5000,critical,"electrical accessories failing, alternator warning light, battery drains while driving",3,Alternator belt wear,Replace alternator,3716,6503
truck,Ford,Kuga,2006,18,336587,diesel,automatic,5000,low,"oil burning smell, oil stain under car",2,Valve cover gasket leak,Fix oil leak,1410,2644
moto,Honda,Forza,2023,1,157161,hybrid,manual,250,high,"nose dive when braking, excessive bouncing after bump",2,Shock absorber oil leak,Replace shock absorbers,2359,4076
bus,Volvo,FH16,2005,19,11839,diesel,automatic,8000,high,"poor fuel consumption, fuel smell in cabin, rough idle",3,Clogged fuel injector,Replace fuel injectors,2060,3915
moto,Yamaha,R3,2007,17,28732,petrol,automatic,125,medium,"brake vibration at high speed, brake pedal vibration, steering wheel vibration",3,Disc surface wear,Replace brake discs,1813,3022
car,Renault,Kangoo,2011,13,147030,diesel,automatic,1800,high,"brake vibration at high speed, brake pedal vibration, grinding brake noise",3,Warped brake disc,Replace brake discs,3088,5146
bus,Mercedes,Vito,2016,8,296497,petrol,automatic,8000,low,"excessive bouncing after bump, nose dive when braking",2,Shock absorber oil leak,Replace shock absorbers,1683,2907
moto,Honda,CBR600,2009,15,69864,hybrid,automatic,600,low,oil stain under car,1,Oil pan seal failure,Fix oil leak,1109,2080
truck,Isuzu,Forward,2012,12,94435,petrol,manual,6000,critical,"engine hesitation on acceleration, fuel smell in cabin, rough idle, poor fuel consumption",4,Injector seal failure,Replace fuel injectors,3109,5908
moto,Yamaha,MT-07,2014,10,83859,hybrid,automatic,400,medium,"transmission jerking, gear pops out",2,Gearbox bearing wear,Repair gearbox,5971,11090
moto,Yamaha,FZ6,2022,2,150890,hybrid,automatic,125,medium,"burning smell, AC not cooling, AC clutch not engaging, AC compressor noise",4,AC compressor failure,Replace AC compressor,4241,7634
car,BMW,X3,2019,5,128540,hybrid,automatic,2500,medium,"steering wheel vibration, grinding brake noise, brake pedal vibration, brake vibration at high speed",4,Disc surface wear,Replace brake discs,1900,3166
truck,Isuzu,Forward,2020,4,241046,diesel,manual,4000,low,"check engine light on, failed emissions test, black smoke from exhaust",3,Failed O2 sensor,Replace oxygen sensor,880,1615
moto,Yamaha,MT-07,2009,15,200959,petrol,manual,250,high,"milky oil on dipstick, white smoke from exhaust",2,Overheating damage to gasket,Replace head gasket,10158,17777
car,Toyota,Corolla,2005,19,46663,petrol,automatic,2200,high,brake vibration at high speed,1,Disc surface wear,Replace brake discs,2547,4246
truck,Mercedes,A-Class,2013,11,322511,hybrid,manual,6000,medium,brake pedal soft,1,Brake pad degradation,Replace brake pads,1278,2343
bus,Mercedes,Sprinter,2013,11,119474,diesel,automatic,6000,high,"brake vibration at high speed, grinding brake noise",2,Warped brake disc,Replace brake discs,2679,4466
truck,Isuzu,NPR,2007,17,244769,petrol,automatic,6000,high,"engine slow to warm up, heater not working, engine overheating, poor fuel consumption",4,Stuck thermostat,Replace thermostat,1221,2172
moto,Honda,Forza,2018,6,322828,hybrid,manual,600,critical,brake pedal soft,1,Worn brake pads,Replace brake pads,2183,4002
car,Renault,Megane,2023,1,258819,diesel,automatic,2200,medium,"nose dive when braking, excessive bouncing after bump",2,Worn shock absorbers,Replace shock absorbers,2059,3557
car,Renault,Symbol,2012,12,214418,petrol,automatic,1400,critical,"engine hesitation on acceleration, fuel smell in cabin",2,Clogged fuel injector,Replace fuel injectors,3475,6604
truck,Ford,Transit,2006,18,200112,diesel,automatic,3500,medium,"battery warning light, alternator warning light, battery drains while driving",3,Alternator belt wear,Replace alternator,2642,4625
car,Dacia,Sandero,2024,0,123146,petrol,automatic,1800,critical,"failed emissions test, black smoke from exhaust",2,O2 sensor contamination,Replace oxygen sensor,1586,2908
car,Volkswagen,Passat,2014,10,104675,diesel,automatic,1600,medium,"rough idle, engine hesitation on acceleration",2,Injector seal failure,Replace fuel injectors,1674,3181
truck,Mercedes,A-Class,2021,3,196599,hybrid,manual,3500,medium,"gear pops out, grinding noise when shifting",2,Gearbox bearing wear,Repair gearbox,6074,11280
car,Ford,Ranger,2006,18,287884,hybrid,automatic,1600,high,"grinding noise when shifting, transmission jerking, gear pops out",3,Gearbox bearing wear,Repair gearbox,11321,21025
car,Volkswagen,Caddy,2017,7,328970,hybrid,manual,2500,critical,"gear slipping, transmission jerking, grinding noise when shifting",3,Gearbox bearing wear,Repair gearbox,12979,24104
